,Case 1,Case 2,P-value,Association
sq0021_1240000_1250000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0021_1250000_1260000,0,9,0.003823034358582083,0.4669667243342232
sq0021_1390000_1400000,0,7,0.015826016947418548,0.4031478844100375
sq0021_1710000_1720000,0,8,0.007850313216069148,0.4366480030862637
sq0021_1820000_1830000,0,12,0.0003848878012656882,0.5439149940775636
sq0021_1900000_1910000,0,9,0.003823034358582083,0.4669667243342232
sq0021_2000000_2010000,0,13,0.00016962883216848132,0.5659999567638938
sq0021_2320000_2330000,0,10,0.0018227351663913953,0.4946847389363815
sq0021_2930000_2940000,0,9,0.003823034358582083,0.4669667243342232
sq0021_2960000_2970000,0,10,0.0018227351663913953,0.4946847389363815
sq0021_3100000_3110000,0,8,0.007850313216069148,0.4366480030862637
sq0021_4230000_4240000,0,11,0.0008486361383012883,0.5202268683827087
sq0021_4250000_4260000,0,7,0.015826016947418548,0.4031478844100375
sq0021_4260000_4270000,0,8,0.007850313216069148,0.4366480030862637
sq0021_4930000_4940000,0,9,0.003823034358582083,0.4669667243342232
sq0021_5530000_5540000,0,7,0.015826016947418548,0.4031478844100375
sq0021_6510000_6520000,0,8,0.007850313216069148,0.4366480030862637
sq0021_6930000_6940000,0,8,0.007850313216069148,0.4366480030862637
sq0021_9290000_9300000,0,11,0.0008486361383012883,0.5202268683827087
sq0021_10030000_10040000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0021_10340000_10350000,0,10,0.0018227351663913953,0.4946847389363815
sq0021_10610000_10620000,0,6,0.03142434652178249,0.36563621206356534
sq0021_11230000_11240000,0,8,0.007850313216069148,0.4366480030862637
sq0021_11260000_11270000,0,7,0.015826016947418548,0.4031478844100375
sq0021_11900000_11910000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0021_11910000_11920000,0,13,0.00016962883216848132,0.5659999567638938
sq0021_11920000_11930000,0,11,0.0008486361383012883,0.5202268683827087
sq0021_11930000_11940000,0,12,0.0003848878012656882,0.5439149940775636
sq0021_11960000_11970000,0,11,0.0008486361383012883,0.5202268683827087
sq0021_11970000_11980000,0,14,7.246616608760606e-05,0.5866817871284814
sq0021_11980000_11990000,0,10,0.0018227351663913953,0.4946847389363815
sq0021_11990000_12000000,0,11,0.0008486361383012883,0.5202268683827087
sq0021_12830000_12840000,0,7,0.015826016947418548,0.4031478844100375
sq0021_13490000_13500000,0,8,0.007850313216069148,0.4366480030862637
sq0021_13500000_13510000,0,8,0.007850313216069148,0.4366480030862637
sq0021_13510000_13520000,0,8,0.007850313216069148,0.4366480030862637
sq0021_14290000_14300000,0,8,0.007850313216069148,0.4366480030862637
sq0021_14390000_14400000,0,9,0.003823034358582083,0.4669667243342232
sq0021_15110000_15120000,0,14,7.246616608760606e-05,0.5866817871284814
sq0021_15140000_15150000,0,9,0.003823034358582083,0.4669667243342232
sq0021_15390000_15400000,0,6,0.03142434652178249,0.36563621206356534
sq0021_16050000_16060000,0,10,0.0018227351663913953,0.4946847389363815
sq0021_16340000_16350000,0,10,0.0018227351663913953,0.4946847389363815
sq0021_17410000_17420000,0,11,0.0008486361383012883,0.5202268683827087
sq0021_18560000_18570000,0,12,0.0003848878012656882,0.5439149940775636
sq0021_18600000_18610000,0,12,0.0003848878012656882,0.5439149940775636
sq0021_18920000_18930000,0,10,0.0018227351663913953,0.4946847389363815
sq0021_19370000_19380000,0,6,0.03142434652178249,0.36563621206356534
sq0021_19740000_19750000,0,11,0.0008486361383012883,0.5202268683827087
sq0021_19870000_19880000,0,9,0.003823034358582083,0.4669667243342232
sq0021_21090000_21100000,0,8,0.007850313216069148,0.4366480030862637
sq0021_21150000_21160000,0,9,0.003823034358582083,0.4669667243342232
sq0021_21420000_21430000,0,13,0.00016962883216848132,0.5659999567638938
sq0021_21430000_21440000,0,12,0.0003848878012656882,0.5439149940775636
sq0021_22080000_22090000,0,10,0.0018227351663913953,0.4946847389363815
sq0021_22380000_22390000,0,9,0.003823034358582083,0.4669667243342232
sq0021_23240000_23250000,0,12,0.0003848878012656882,0.5439149940775636
sq0021_23250000_23260000,0,13,0.00016962883216848132,0.5659999567638938
sq0021_23310000_23320000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0021_23860000_23870000,0,15,2.9930622223033853e-05,0.6061230833151466
sq0022_3080000_3090000,0,6,0.03142434652178249,0.36563621206356534
sq0022_3110000_3120000,0,13,0.00016962883216848132,0.5659999567638938
sq0022_3130000_3140000,0,8,0.007850313216069148,0.4366480030862637
sq0022_3170000_3180000,0,6,0.03142434652178249,0.36563621206356534
sq0022_3180000_3190000,0,11,0.0008486361383012883,0.5202268683827087
sq0022_3220000_3230000,0,10,0.0018227351663913953,0.4946847389363815
sq0022_3230000_3240000,0,6,0.03142434652178249,0.36563621206356534
sq0022_3250000_3260000,0,7,0.015826016947418548,0.4031478844100375
sq0022_3460000_3470000,0,8,0.007850313216069148,0.4366480030862637
sq0022_4640000_4650000,0,10,0.0018227351663913953,0.4946847389363815
sq0022_4750000_4760000,0,12,0.0003848878012656882,0.5439149940775636
sq0022_4800000_4810000,0,9,0.003823034358582083,0.4669667243342232
sq0022_5360000_5370000,0,11,0.0008486361383012883,0.5202268683827087
sq0022_5500000_5510000,0,9,0.003823034358582083,0.4669667243342232
sq0022_5670000_5680000,0,13,0.00016962883216848132,0.5659999567638938
sq0022_5690000_5700000,0,9,0.003823034358582083,0.4669667243342232
sq0022_5700000_5710000,0,6,0.03142434652178249,0.36563621206356534
sq0022_5950000_5960000,0,6,0.03142434652178249,0.36563621206356534
sq0022_6190000_6200000,0,8,0.007850313216069148,0.4366480030862637
sq0022_6550000_6560000,0,7,0.015826016947418548,0.4031478844100375
sq0022_7420000_7430000,0,10,0.0018227351663913953,0.4946847389363815
sq0022_10560000_10570000,0,14,7.246616608760606e-05,0.5866817871284814
sq0022_10570000_10580000,0,13,0.00016962883216848132,0.5659999567638938
sq0022_11150000_11160000,0,9,0.003823034358582083,0.4669667243342232
sq0022_11210000_11220000,0,12,0.0003848878012656882,0.5439149940775636
sq0022_11310000_11320000,0,9,0.003823034358582083,0.4669667243342232
sq0022_12060000_12070000,0,6,0.03142434652178249,0.36563621206356534
sq0022_12580000_12590000,0,11,0.0008486361383012883,0.5202268683827087
sq0022_12710000_12720000,0,8,0.007850313216069148,0.4366480030862637
sq0022_13610000_13620000,0,7,0.015826016947418548,0.4031478844100375
sq0022_14490000_14500000,0,9,0.003823034358582083,0.4669667243342232
sq0022_15320000_15330000,0,11,0.0008486361383012883,0.5202268683827087
sq0022_15630000_15640000,0,9,0.003823034358582083,0.4669667243342232
sq0022_15640000_15650000,0,9,0.003823034358582083,0.4669667243342232
sq0022_16050000_16060000,0,7,0.015826016947418548,0.4031478844100375
sq0022_16260000_16270000,0,6,0.03142434652178249,0.36563621206356534
sq0022_16640000_16650000,0,9,0.003823034358582083,0.4669667243342232
sq0022_16770000_16780000,0,11,0.0008486361383012883,0.5202268683827087
sq0022_17060000_17070000,0,7,0.015826016947418548,0.4031478844100375
sq0022_17550000_17560000,0,7,0.015826016947418548,0.4031478844100375
sq0022_18530000_18540000,0,11,0.0008486361383012883,0.5202268683827087
sq0022_18550000_18560000,0,11,0.0008486361383012883,0.5202268683827087
sq0022_19230000_19240000,0,10,0.0018227351663913953,0.4946847389363815
sq0022_19240000_19250000,0,7,0.015826016947418548,0.4031478844100375
sq0022_19830000_19840000,0,13,0.00016962883216848132,0.5659999567638938
sq0022_19880000_19890000,0,10,0.0018227351663913953,0.4946847389363815
sq0022_19900000_19910000,0,7,0.015826016947418548,0.4031478844100375
sq0022_19950000_19960000,0,13,0.00016962883216848132,0.5659999567638938
sq0022_20020000_20030000,0,8,0.007850313216069148,0.4366480030862637
sq0022_20150000_20160000,0,12,0.0003848878012656882,0.5439149940775636
sq0022_20210000_20220000,0,9,0.003823034358582083,0.4669667243342232
sq0022_20240000_20250000,0,11,0.0008486361383012883,0.5202268683827087
sq0022_20320000_20330000,0,10,0.0018227351663913953,0.4946847389363815
sq0022_21670000_21680000,0,9,0.003823034358582083,0.4669667243342232
sq0022_22320000_22330000,0,14,7.246616608760606e-05,0.5866817871284814
sq0022_23580000_23590000,0,10,0.0018227351663913953,0.4946847389363815
sq0022_23640000_23650000,0,13,0.00016962883216848132,0.5659999567638938
sq0022_23670000_23680000,0,12,0.0003848878012656882,0.5439149940775636
sq0022_24720000_24730000,0,6,0.03142434652178249,0.36563621206356534
sq0022_24850000_24860000,0,6,0.03142434652178249,0.36563621206356534
sq0022_24970000_24980000,0,8,0.007850313216069148,0.4366480030862637
sq0022_25390000_25400000,0,10,0.0018227351663913953,0.4946847389363815
sq0022_30680000_30690000,0,6,0.03142434652178249,0.36563621206356534
sq0022_31290000_31300000,0,9,0.003823034358582083,0.4669667243342232
sq0022_31510000_31520000,0,7,0.015826016947418548,0.4031478844100375
